馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ララフォーナ,8,16.3,1,1,8,474,-16,1,3,54.0,9,7,1,1800,0,0,11,7,3,53,7,7,7,6,40.1,490,-4,2.3,8,4,1,1800,0,1,9,1,3,54,3,3,5,6,39.7,494,+8,1.2,7,12,0,1400,0,0,15,1,3,54,11,12,0,0,36.2,486,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリカジュール,4,4.9,2,2,1,512,+6,1,3,54.0,7,4,1,1800,0,0,15,7,3,54,4,4,4,4,39.6,506,0,1.4,8,2,1,1800,0,0,16,1,3,54,4,6,4,3,38.7,506,+8,1.3,8,6,1,1800,0,0,9,6,3,54,3,3,2,2,41.1,498,0,3.0,8,6,0,2000,0,0,10,7,3,54,2,2,2,2,36.3,498,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイランドルビー,14,134.5,3,3,31,520,+40,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1800,0,1,10,2,3,54,7,8,0,0,41.3,480,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウラッシュ,1,9.2,3,4,1,472,0,1,3,54.0,8,5,1,1800,0,0,13,9,3,54,5,5,5,5,38.7,472,-2,1.1,9,8,0,1800,0,0,18,2,3,54,5,6,0,0,37.4,474,+6,1.9,8,7,0,1600,0,0,14,4,3,54,3,4,0,0,36.5,468,-8,1.0,9,6,0,1600,0,1,11,10,3,54,2,2,0,0,34.9,476,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダンツシャープ,11,295.9,4,5,1,466,-6,1,3,51.0,8,13,1,1400,0,0,16,1,3,51,15,15,0,0,37.9,472,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーアディアナ,9,79.9,4,6,1,416,0,1,3,54.0,8,6,1,1400,0,0,11,9,3,54,8,9,0,0,38.5,416,0,1.8,9,15,0,1800,0,1,18,14,3,54,8,11,0,0,36.8,416,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルンルンクオリティ,10,25.0,5,7,1,480,-6,1,3,54.0,7,10,1,1400,0,0,16,4,3,54,2,2,0,0,40.1,486,-10,1.2,8,5,1,1200,0,0,16,2,3,54,5,5,0,0,37.7,496,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイヤーズブルーム,5,5.8,5,8,2,472,-4,1,3,53.0,8,4,1,1800,0,0,16,1,3,53,6,7,9,7,39.1,476,+2,0.2,8,6,1,1800,0,1,9,4,3,54,5,5,5,3,40.1,474,-2,1.6,8,11,0,1600,0,0,13,12,3,54,12,13,0,0,34.6,476,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルデリュミエール,7,180.5,6,9,1,464,-4,1,3,54.0,7,15,1,1800,0,0,15,12,3,54,6,6,9,14,40.9,468,-8,3.2,9,12,0,2000,0,0,12,6,3,54,11,12,12,12,36.5,476,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キシュウブライト,12,23.9,6,10,2,426,-4,1,3,54.0,8,7,1,1200,0,0,16,7,3,54,16,15,0,0,36.4,430,-4,1.1,9,16,1,1200,0,0,16,3,3,54,15,16,0,0,38.8,434,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
