馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
シゲルシンジュ,10,204.1,1,1,3,498,0,0,3,56.0,-1,6,1,1400,0,1,12,7,3,56,10,10,7,6,40.2,498,+6,1.1,6,11,1,1800,0,0,16,12,3,56,9,9,8,9,42.0,492,+8,3.1,6,13,1,1800,0,0,16,16,3,54,15,15,16,15,40.5,484,+2,3.0,4,11,1,1800,0,3,13,2,3,54,9,9,9,8,41.3,482,-2,3.8,4,9,0,1800,0,0,10,1,3,54,8,8,0,0,35.4,484,-2,2.3
サンロアノーク,5,7.0,1,2,3,468,-6,0,3,56.0,5,2,1,1400,0,0,16,11,3,56,6,5,0,0,37.5,474,+4,0.0,6,5,1,1200,0,0,16,14,3,55,14,13,0,0,38.4,470,+4,1.4,5,4,1,1400,0,1,16,9,3,55,10,10,0,0,36.9,466,+4,1.0,5,7,1,1600,0,0,16,8,3,55,12,11,0,0,37.6,462,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイユウゲネシス,16,194.5,2,3,14,478,+12,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,1800,0,0,18,1,3,53,1,1,1,0,35.7,466,-4,1.3,5,16,1,1600,0,1,16,4,3,54,8,10,0,0,42.4,470,+6,5.0,5,10,0,2000,0,0,18,2,3,54,5,5,4,0,35.3,464,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルズリー,4,3.5,2,4,0,518,0,1,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピースプレイヤー,2,15.6,3,5,10,482,-8,0,3,56.0,9,9,1,1800,0,1,12,2,3,55,6,6,7,9,37.5,490,+4,1.0,9,7,1,1400,0,0,13,3,3,55,7,7,0,0,39.5,486,+4,1.6,8,2,1,1400,0,0,16,1,3,55,3,3,0,0,39.1,482,+6,1.9,9,10,1,1800,0,3,13,13,3,54,3,3,3,3,42.0,476,+2,3.1,9,4,1,1400,0,1,13,2,3,54,4,4,0,0,40.4,474,-4,2.8
ナムラダイダロス,12,271.1,3,6,14,446,+12,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,1600,0,0,16,10,3,55,16,16,0,0,39.7,434,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ローレルリース,8,94.1,4,7,1,506,+2,1,3,51.0,6,12,1,1200,0,0,16,13,3,54,9,8,0,0,39.4,504,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジュゼッペレオ,11,213.9,4,8,0,454,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リターンチョウサン,15,227.9,5,9,4,482,-16,1,3,54.0,5,15,0,1400,0,0,16,14,3,53,11,12,0,0,37.6,498,-4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,1600,0,0,12,5,3,52,1,1,0,0,37.0,502,0,2.5,5,18,0,1600,0,0,18,11,3,54,3,2,0,0,36.0,502,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴィーゲンリート,9,4.6,5,10,2,466,+4,1,3,54.0,8,4,1,1400,0,0,16,15,3,54,2,2,0,0,39.0,462,-14,0.5,8,15,0,1600,0,0,17,13,3,54,3,5,0,0,38.6,476,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
