馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
エイカイボルト,7,9.0,2.3,3.4,1,0,1800,1,0,0,0,1,1,2,430,-6,1,0,0,3,53.0,0,0,0,0,0,0,0,0,1,0,4,1,0,2000,123.5,1,0,0,0,16,5,3,53,3,4,4,6,36.8,436,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルッチョーラ,8,4.4,1.4,2.0,1,0,1800,1,0,0,0,1,2,2,476,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,4,1,0,1800,111.9,0,0,1,0,16,16,3,56,3,3,2,2,38.3,474,0,0.2,0,0,0,0,0,0,0,0,0,1,2,1,0,1800,112.7,0,1,0,0,13,3,3,56,3,3,4,4,34.8,474,-6,0.1,0,0,0,0,0,0,0,1,0,0,4,1,0,1600,98.0,0,1,0,0,16,9,3,56,7,9,0,0,35.6,480,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クリノショウグン,16,137.6,18.3,29.1,1,0,1800,1,0,0,0,2,3,3,492,-10,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,69.9,1,0,0,0,18,3,3,56,7,6,0,0,35.7,502,+2,0.9,0,0,0,0,0,0,0,1,0,0,10,0,1,1200,76.0,0,1,0,0,15,5,3,56,9,11,0,0,39.2,500,0,2.1,0,0,0,0,0,0,0,0,1,0,13,0,1,1800,120.6,0,1,0,0,13,3,3,55,2,2,11,12,44.4,500,+6,9.5,0,0,0,0,0,0,0,0,1,0,12,0,1,1200,75.0,1,0,0,0,16,10,3,55,7,8,0,0,38.6,494,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイシンフォーラン,3,21.5,4.6,7.1,1,0,1800,1,0,0,0,2,4,4,480,-24,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,9,0,1,1700,110.1,1,0,0,0,16,3,3,55,15,16,15,13,38.4,504,+8,1.9,0,0,0,0,0,0,0,1,0,0,9,0,1,1800,117.1,1,0,0,0,16,2,3,56,10,10,10,11,39.3,496,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アシタノカゼ,17,142.2,17.1,27.2,1,0,1800,1,0,0,0,3,5,17,470,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,11,0,1,1400,89.8,1,0,0,0,14,1,3,54,14,14,0,0,39.4,468,+2,3.0,0,0,0,0,1,0,0,0,0,0,10,1,0,1400,85.0,1,0,0,0,17,9,3,54,2,2,0,0,35.2,466,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サンライズアキレス,5,4.8,1.5,2.0,1,0,1800,1,0,0,0,3,6,1,490,0,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,5,1,0,2200,135.0,1,0,0,0,13,1,3,56,8,8,8,8,36.0,490,-2,1.0,0,0,0,0,0,0,0,1,0,0,2,1,0,2000,122.6,1,0,0,0,14,1,3,56,7,7,4,2,36.1,492,+2,0.5,0,0,0,0,0,0,1,0,0,0,4,1,0,2000,123.8,1,0,0,0,13,2,3,55,11,11,10,10,35.1,490,0,1.1,0,0,0,0,0,0,0,1,0,0,3,1,0,2000,123.5,1,0,0,0,16,15,3,55,12,12,12,11,36.7,490,-6,0.6,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,124.2,0,1,0,0,16,14,3,54,6,6,5,3,36.8,496,+2,0.3
ウラカワノオト,9,16.9,3.7,5.6,1,0,1800,1,0,0,0,4,7,1,436,-4,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,4,1,0,2000,124.8,1,0,0,0,14,2,3,55,2,2,1,1,36.9,440,-4,0.6,0,0,0,0,0,0,0,0,0,1,7,1,0,1800,108.9,1,0,0,0,16,9,3,55,14,14,13,11,36.2,444,+8,0.5,0,0,0,0,0,0,0,1,0,0,10,1,0,1400,85.8,1,0,0,0,11,8,3,55,10,9,0,0,34.8,436,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チャリスオブオナー,18,330.1,39.7,63.5,1,0,1800,1,0,0,0,4,8,11,436,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,13,0,1,1800,119.1,1,0,0,0,15,1,3,55,8,8,9,11,41.3,438,+6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,1800,113.6,0,0,1,0,14,6,3,53,9,9,0,0,38.0,432,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーヨーダッシュ,15,410.5,68.0,108.7,1,0,1800,1,0,0,0,5,9,10,470,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,16,0,1,1400,90.6,1,0,0,0,16,3,3,56,15,15,0,0,40.8,472,-2,5.0,0,0,0,1,0,0,0,0,0,0,13,0,1,1800,122.8,0,1,0,0,14,9,3,55,9,8,9,9,44.4,474,0,4.6,0,1,0,0,0,0,0,0,0,0,9,1,0,1200,71.6,0,1,0,0,12,6,3,54,11,11,0,0,36.3,474,0,1.9,0,1,0,0,0,0,0,0,0,0,14,1,0,1200,71.9,1,0,0,0,15,13,3,54,13,14,0,0,35.3,474,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セクシーサンキュー,6,36.1,4.9,7.5,1,0,1800,1,0,0,0,5,10,2,446,+2,1,0,0,3,55.0,0,0,0,0,0,0,0,0,0,1,6,1,0,1800,110.4,1,0,0,0,16,15,3,55,13,14,12,8,35.8,444,0,1.0,0,0,0,0,0,0,0,0,1,0,15,1,0,1600,97.8,0,1,0,0,16,15,3,52,2,2,0,0,37.2,444,+8,1.3,0,0,0,0,0,0,0,1,0,0,3,1,0,1400,83.0,1,0,0,0,18,4,3,52,13,13,0,0,34.3,436,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ショウナンバルディ,1,69.7,16.1,25.5,1,0,1800,1,0,0,0,6,11,0,444,0,1,0,0,3,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
