馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ラズルダズル,4,2.6,1.1,1.4,1,0,2000,1,0,0,0,1,1,1,450,0,1,0,0,2,55.0,0,0,0,0,0,0,0,1,0,0,5,1,0,2000,123.9,1,0,0,0,13,11,2,55,4,6,7,7,35.5,450,+6,0.6,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,121.6,1,0,0,0,12,9,2,54,2,2,2,2,36.3,444,-6,0.3,0,0,0,0,0,0,0,0,0,1,2,1,0,2000,125.8,1,0,0,0,9,7,2,54,2,2,2,2,35.0,450,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラティチュード,6,16.8,2.3,4.2,1,0,2000,1,0,0,0,2,2,2,480,-2,1,0,0,2,55.0,0,0,1,0,0,0,0,0,0,0,5,1,0,2000,125.0,1,0,0,0,15,4,2,55,4,3,5,6,36.1,482,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルインパクト,2,4.9,1.4,2.2,1,0,2000,1,0,0,0,3,3,2,480,0,1,0,0,2,55.0,0,0,0,0,1,0,0,0,0,0,3,1,0,2000,122.6,1,0,0,0,11,11,2,55,11,11,10,0,34.1,480,+6,0.9,0,0,0,0,1,0,0,0,0,0,10,1,0,1600,99.4,1,0,0,0,18,12,2,55,15,13,0,0,34.7,474,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クリノブレーヴ,1,6.1,1.3,2.1,1,0,2000,1,0,0,0,4,4,2,458,-4,1,0,0,2,53.0,0,0,1,0,0,0,0,0,0,0,3,1,0,2000,122.8,1,0,0,0,13,6,2,55,5,5,7,7,35.9,462,+8,0.6,0,0,0,0,0,0,0,1,0,0,7,1,0,1800,108.9,1,0,0,0,18,6,2,55,7,6,0,0,36.1,454,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノヒロライド,7,273.3,27.6,53.6,1,0,2000,1,0,0,0,5,5,1,432,-2,0,1,0,2,54.0,0,0,0,0,0,0,0,1,0,0,11,1,0,2000,125.1,1,0,0,0,13,1,2,54,9,10,10,11,36.3,434,-2,1.8,0,0,0,0,0,0,0,0,1,0,8,1,0,1800,109.9,1,0,0,0,9,6,2,54,9,8,0,0,34.5,436,-2,1.9,0,0,0,0,0,0,0,0,1,0,11,1,0,1400,83.7,1,0,0,0,11,8,2,54,11,11,0,0,35.0,438,-6,2.3,0,0,0,0,0,0,0,0,0,1,12,1,0,1200,80.1,1,0,0,0,12,8,2,54,12,12,0,0,40.1,444,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウコルギン,10,204.5,28.9,56.2,1,0,2000,1,0,0,0,6,6,2,476,-6,1,0,0,2,55.0,0,0,1,0,0,0,0,0,0,0,15,0,1,1150,73.5,1,0,0,0,16,4,2,54,11,11,0,0,40.6,482,-2,3.4,0,0,0,0,0,0,0,1,0,0,12,1,0,1600,99.3,0,0,1,0,14,12,2,52,2,3,0,0,37.6,484,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモジェミラ,8,63.4,5.6,10.7,1,0,2000,1,0,0,0,7,7,3,458,0,0,1,0,2,54.0,0,0,0,0,0,0,0,1,0,0,12,1,0,1600,97.0,1,0,0,0,13,5,2,54,13,13,0,0,34.9,458,-6,1.2,0,0,0,0,0,0,0,1,0,0,9,0,1,1400,88.6,0,1,0,0,14,4,2,54,13,12,0,0,39.8,464,-2,2.3,0,0,0,0,0,0,0,0,1,0,10,1,0,1400,83.4,1,0,0,0,12,7,2,54,11,11,0,0,35.7,466,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サンライズスマイル,9,31.5,3.5,6.6,1,0,2000,1,0,0,0,7,8,2,480,+2,1,0,0,2,55.0,0,0,0,0,1,0,0,0,0,0,7,1,0,1600,97.0,1,0,0,0,11,10,2,55,8,9,0,0,35.4,478,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タニノヨセミテ,5,50.6,5.6,10.8,1,0,2000,1,0,0,0,8,9,7,412,-2,0,1,0,2,51.0,0,0,0,0,0,0,0,1,0,0,10,1,0,2000,123.5,1,0,0,0,16,12,2,54,11,11,12,11,36.3,414,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アールウィザード,3,3.0,1.1,1.6,1,0,2000,1,0,0,0,8,10,1,480,-8,1,0,0,2,55.0,0,0,0,0,0,0,0,1,0,0,2,1,0,2000,123.6,1,0,0,0,13,13,2,53,9,8,8,8,35.0,488,-6,0.3,0,0,0,0,0,0,0,1,0,0,5,1,0,1800,109.1,1,0,0,0,13,11,2,55,2,2,0,0,36.0,494,+18,0.8,0,0,0,0,0,0,0,0,0,1,7,1,0,1800,111.6,1,0,0,0,16,5,2,54,7,8,10,11,36.0,476,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
